date,sentiment_financial,oil_relevance_financial,news_count_financial,positive_prob_financial,neutral_prob_financial,negative_prob_financial
2010-12-31,0.9153270833194256,1.0,1,0.9347283244132996,0.045870449393987656,0.019401241093873978
2011-01-02,-0.6581169962882996,2.0,1,0.1399059295654297,0.06207123026251793,0.7980229258537292
2011-01-03,-0.9380565620958805,2.0,1,0.00965430960059166,0.042634788900613785,0.9477108716964722
2011-01-05,0.014825494959950447,2.0,1,0.042638149112463,0.9295492172241211,0.02781265415251255
2011-01-06,-0.943832783959806,1.0,1,0.015371710993349552,0.025423873215913773,0.9592044949531555
2011-01-12,-0.29351428570225835,2.0,2,0.12359520047903061,0.45929537527263165,0.41710948618128896
2011-01-13,0.6546290796250105,2.0,1,0.6748960018157959,0.30483710765838623,0.020266922190785408
2011-01-14,-0.21260345727205276,2.0,1,0.09074851125478745,0.6058995127677917,0.3033519685268402
2011-01-31,-0.3950560986995697,1.0,1,0.05953928828239441,0.48586535453796387,0.4545953869819641
2011-02-16,-0.9636723422445357,2.0,1,0.007729229982942343,0.020869245752692223,0.971401572227478
2011-02-21,-0.35492977499961853,2.0,1,0.2802019417285919,0.08466633409261703,0.6351317167282104
2011-02-22,0.07398956641554832,1.5,2,0.1362218763679266,0.8015457987785339,0.06223230995237827
2011-02-24,-0.07910451665520668,1.5,2,0.03173480462282896,0.8574258983135223,0.11083932127803564
2011-02-25,0.42207627836614847,2.0,2,0.4623980289325118,0.4972801934927702,0.040321750566363335
2011-03-02,0.7007555067539215,1.0,1,0.8381890654563904,0.02437741309404373,0.13743355870246887
2011-03-08,-0.42543760935465497,1.6666666666666667,3,0.21416562609374523,0.14623116018871465,0.6396032354484001
2011-03-09,-0.8524778783321381,2.0,1,0.016937226057052612,0.11364765465259552,0.8694151043891907
2011-03-10,-0.5423219352960587,2.0,1,0.21325789391994476,0.031162327155470848,0.7555798292160034
2011-03-11,0.161724042147398,1.0,1,0.2027720957994461,0.7561798691749573,0.04104805365204811
2011-03-16,-0.900672534480691,1.0,1,0.022280653938651085,0.054766200482845306,0.922953188419342
2011-03-20,0.90179892629385,1.5,2,0.9310106635093689,0.03977758064866066,0.02921173721551895
2011-03-23,-0.29058758169412613,2.0,1,0.1206933781504631,0.4680255949497223,0.41128095984458923
2011-03-24,0.15114756673574448,2.0,1,0.18713785707950592,0.7768718600273132,0.035990290343761444
2011-03-28,-0.7538959570229053,1.0,1,0.029177885502576828,0.18774835765361786,0.7830738425254822
2011-03-30,0.018577467650175095,2.0,1,0.05837097018957138,0.9018355011940002,0.039793502539396286
2011-04-01,-0.16161909699440002,1.0,1,0.27875375747680664,0.2808733880519867,0.44037285447120667
2011-04-04,-0.4201056435704231,1.0,1,0.055197589099407196,0.4694991707801819,0.4753032326698303
2011-04-10,0.5619024336338043,1.5,2,0.755792111158371,0.050318239256739616,0.19388967752456665
2011-04-11,0.07582348585128784,1.0,1,0.09654365479946136,0.8827361464500427,0.020720168948173523
2011-04-19,-0.8905634246766567,1.0,1,0.02202773466706276,0.06538107991218567,0.9125911593437195
2011-04-27,0.7227703705430031,1.0,1,0.8476758003234863,0.02741883136332035,0.12490542978048325
2011-04-28,-0.01994861103594303,1.0,2,0.2948596179485321,0.3903321698307991,0.31480822898447514
2011-05-05,-0.9566607950255275,2.0,1,0.009824824519455433,0.02368956059217453,0.9664856195449829
2011-05-11,0.20968087017536163,2.0,1,0.21961988508701324,0.7704411149024963,0.009939014911651611
2011-05-12,0.06695099920034409,2.0,1,0.12212440371513367,0.822702169418335,0.05517340451478958
2011-05-18,-0.027819393202662468,1.0,1,0.027157599106431007,0.9178653955459595,0.054976992309093475
2011-05-19,-0.8553269766271114,2.0,1,0.02976975217461586,0.08513353019952774,0.8850967288017273
2011-05-20,-0.08891280367970467,2.0,2,0.4253796227276325,0.06032794341444969,0.5142924264073372
2011-05-25,-0.9078143071383238,2.0,1,0.013462858274579048,0.06525992602109909,0.9212771654129028
2011-05-26,-0.020151576958596706,1.5,2,0.13071196526288986,0.7184244692325592,0.15086354222148657
2011-05-30,-0.9588415464386344,2.0,1,0.01277031097561121,0.015617866069078445,0.9716118574142456
2011-05-31,-0.8181071542203426,2.0,1,0.045075807720422745,0.09174126386642456,0.8631829619407654
2011-06-08,0.9113145042210817,2.0,1,0.9306284189224243,0.05005772411823273,0.019313914701342583
2011-06-09,-0.9489272609353065,2.0,1,0.008610449731349945,0.033851783722639084,0.9575377106666565
2011-06-21,-0.0883622458204627,2.0,2,0.3339460650458932,0.2437456026673317,0.4223083108663559
2011-06-23,-0.03853210248053074,1.0,1,0.027086405083537102,0.9072950482368469,0.06561850756406784
2011-06-28,0.1362717365846038,2.0,2,0.1485232375562191,0.8392252326011658,0.012251500971615314
2011-07-05,0.863942451775074,1.0,1,0.9162083864212036,0.03152569383382797,0.05226593464612961
2011-07-14,0.028497248888015747,2.0,2,0.052867195568978786,0.9227628409862518,0.02436994668096304
2011-07-18,0.07349322363734245,1.5,2,0.4954583030194044,0.08257665019482374,0.42196507938206196
2011-07-27,-0.8695069700479507,2.0,1,0.03375039994716644,0.06299221515655518,0.9032573699951172
2011-07-28,-0.7289429437369108,2.0,1,0.02399955876171589,0.22305786609649658,0.7529425024986267
2011-07-29,-0.5129855973646045,2.5,2,0.03296138811856508,0.4210916110314429,0.5459469854831696
2011-07-31,0.6912346743047237,2.0,1,0.717255711555481,0.2567232847213745,0.026021037250757217
2011-08-08,0.02646387554705143,2.0,1,0.05472927168011665,0.9170053601264954,0.028265396133065224
2011-08-09,0.04205761197954416,1.0,1,0.05716946721076965,0.9277186989784241,0.01511185523122549
2011-08-10,0.7544187232851982,1.0,1,0.7648069262504578,0.2248048186302185,0.010388202965259552
2011-08-12,0.2700032666325569,1.0,1,0.27916988730430603,0.7116634845733643,0.009166620671749115
