date,sentiment_demand,oil_relevance_demand,news_count_demand,positive_prob_demand,neutral_prob_demand,negative_prob_demand
2008-12-12,0.07235685735940933,2.0,1,0.11513447761535645,0.8420879244804382,0.04277762025594711
2008-12-19,-0.9625721657648683,1.0,1,0.00861459132283926,0.02019874006509781,0.9711867570877075
2008-12-26,0.6805640319362283,2.0,1,0.6932854056358337,0.29399317502975464,0.012721373699605465
2009-01-13,0.697223074734211,2.0,1,0.7622640132904053,0.17269504070281982,0.0650409385561943
2009-01-14,0.8327515348792076,2.0,1,0.8937039971351624,0.0453435480594635,0.06095246225595474
2009-01-15,-0.4187704250216484,1.0,2,0.2752002850174904,0.030829010531306267,0.6939707100391388
2009-01-21,0.04007667675614357,1.0,1,0.06097627058625221,0.9181240797042847,0.020899593830108643
2009-01-22,0.13031257316470146,1.0,1,0.1518295407295227,0.8266535401344299,0.021516967564821243
2009-01-30,-0.9610536266118288,2.0,1,0.00860421173274517,0.021737970411777496,0.969657838344574
2009-02-12,0.7346907183527946,2.0,1,0.8327813148498535,0.06912801414728165,0.09809059649705887
2009-02-17,0.28395717311650515,2.0,1,0.2946459949016571,0.6946651935577393,0.010688821785151958
2009-02-20,0.17011996917426586,2.0,1,0.19172194600105286,0.7866761088371277,0.021601976826786995
2009-02-27,-0.9330573659390211,3.0,1,0.019892634823918343,0.027157485485076904,0.9529500007629395
2009-03-02,-0.7985184267163277,2.0,1,0.08206301182508469,0.037355516105890274,0.8805814385414124
2009-03-09,0.5936154774390161,2.0,1,0.601405918598175,0.39080357551574707,0.007790441159158945
2009-03-19,0.8743322975933552,1.0,1,0.9181835055351257,0.037965208292007446,0.043851207941770554
2009-04-02,0.0043015629053115845,1.0,1,0.03192267194390297,0.940456211566925,0.027621109038591385
2009-04-09,-0.5639020800590515,1.0,1,0.207014262676239,0.022069409489631653,0.7709163427352905
2009-04-27,-0.4669792316854,1.0,1,0.05464873090386391,0.4237232208251953,0.5216279625892639
2009-05-06,-0.6028720140457153,3.0,1,0.18501228094100952,0.027103394269943237,0.7878842949867249
2009-05-08,-0.7745703719556332,2.0,1,0.020376000553369522,0.1846776008605957,0.7949463725090027
2009-06-11,0.8657754138112068,2.0,1,0.9189633131027222,0.027848757803440094,0.05318789929151535
2009-06-22,-0.9472874458879232,2.0,1,0.012896651402115822,0.026919256895780563,0.9601840972900391
2009-06-24,-0.7806074917316437,3.0,1,0.06735321879386902,0.08468610048294067,0.8479607105255127
2009-07-15,0.8094040267169476,2.0,1,0.8178330659866333,0.1737378090620041,0.008429039269685745
2009-07-28,0.9340813420712948,1.0,1,0.9511430263519287,0.031795255839824677,0.017061684280633926
2009-08-04,-0.9106231536716223,1.0,1,0.020153919234871864,0.049068912863731384,0.9307770729064941
2009-09-05,-0.443592581897974,1.0,1,0.037290122359991074,0.48182716965675354,0.4808827042579651
2009-09-10,0.04205622524023056,2.0,1,0.06187361478805542,0.9183090329170227,0.01981738954782486
2009-09-14,0.9298264142125845,3.0,1,0.9445685148239136,0.04068941995501518,0.014742100611329079
2009-09-22,0.17233719397336245,2.0,1,0.18778347969055176,0.7967702150344849,0.015446285717189312
2009-10-09,0.9270382113754749,2.0,1,0.9452832341194153,0.03647167608141899,0.018245022743940353
2009-10-13,-0.9141118582338095,1.0,1,0.029579872265458107,0.026728305965662003,0.9436917304992676
2009-10-15,0.16122251749038696,2.0,1,0.2879907190799713,0.5852410793304443,0.12676820158958435
2009-10-28,0.09170473553240299,2.0,1,0.11755142360925674,0.856601893901825,0.025846688076853752
2009-11-22,-0.9512168420478702,3.0,1,0.012796496041119099,0.023190131410956383,0.9640133380889893
2009-12-09,-0.9394078645855188,2.0,1,0.019518574699759483,0.021554918959736824,0.9589264392852783
2009-12-11,-0.6889206115156412,2.0,1,0.02517515979707241,0.2607290744781494,0.7140957713127136
2009-12-20,0.5769596081227064,2.0,1,0.5958669781684875,0.38522565364837646,0.018907370045781136
2009-12-29,0.43751291185617447,2.0,1,0.5123399496078491,0.41283294558525085,0.07482703775167465
2010-01-02,0.3892397917807102,1.0,1,0.4069001078605652,0.5754396319389343,0.017660316079854965
2010-01-17,0.546898334287107,3.0,1,0.5582371354103088,0.4304240643978119,0.011338801123201847
2010-01-24,-0.7159416060894728,2.0,1,0.02104288525879383,0.24197261035442352,0.7369844913482666
2010-02-02,0.8726194091141224,2.5,2,0.9197967350482941,0.03302600234746933,0.04717732593417168
2010-02-10,-0.9408701416105032,1.0,1,0.009108388796448708,0.04091302305459976,0.9499785304069519
2010-02-15,0.9342241901904345,2.0,1,0.9514269828796387,0.031370218843221664,0.017202792689204216
2010-02-23,0.01627589762210846,1.0,1,0.03614974394440651,0.9439764618873596,0.01987384632229805
2010-03-07,-0.46603487990796566,3.0,1,0.023464391008019447,0.4870363473892212,0.4894992709159851
2010-03-08,-0.016391456127166748,1.0,1,0.03714801371097565,0.9093124866485596,0.053539469838142395
2010-03-16,0.8950871340930462,1.0,1,0.9285434484481812,0.03800017014145851,0.033456314355134964
2010-04-09,0.8873832114040852,1.0,1,0.9225280284881592,0.042327240109443665,0.03514481708407402
2010-04-12,0.6570924259722233,2.0,1,0.711000919342041,0.23509056866168976,0.053908493369817734
2010-04-13,0.2514977138489485,2.0,1,0.2754862606525421,0.700525164604187,0.023988546803593636
2010-05-02,-0.871063968166709,1.0,1,0.014306047931313515,0.10032401233911514,0.8853700160980225
2010-05-04,-0.9137588627636433,2.0,1,0.03549731895327568,0.015246503055095673,0.949256181716919
2010-05-10,0.9168466608971357,2.0,1,0.9418520331382751,0.03314267843961716,0.025005372241139412
2010-05-16,0.7219125358387828,2.0,1,0.7358204126358032,0.25027167797088623,0.013907876797020435
2010-05-24,0.18193134665489197,2.0,2,0.24444816261529922,0.6930350661277771,0.06251681596040726
2010-05-25,0.20342547819018364,2.0,1,0.2183600217103958,0.7667054533958435,0.014934543520212173
2010-05-27,-0.014922607690095901,2.0,1,0.022486913949251175,0.9401035904884338,0.037409521639347076
2010-06-06,0.6366717331111431,2.0,1,0.6562789678573608,0.32411372661590576,0.019607234746217728
2010-06-11,-0.9641340272501111,2.0,1,0.010093758814036846,0.015678394585847855,0.974227786064148
2010-06-22,0.6209872886538506,1.0,1,0.7401421070098877,0.14070309698581696,0.11915481835603714
2010-06-23,-0.7412927225232124,1.0,1,0.11467521637678146,0.029356781393289566,0.8559679388999939
2010-07-06,0.9195760693401098,3.0,1,0.9426161646842957,0.03434373065829277,0.02304009534418583
2010-07-12,0.10930163413286209,1.5,2,0.12257326394319534,0.864155113697052,0.013271629810333252
2010-07-13,0.926474042236805,2.0,1,0.9469578266143799,0.03255835920572281,0.02048378437757492
2010-07-15,-0.9612622214481235,2.0,1,0.010449771769344807,0.017838163301348686,0.9717119932174683
2010-07-16,-0.5920370444655418,1.0,1,0.05725572258234024,0.2934514880180359,0.6492927670478821
2010-07-26,-0.880292410030961,1.0,1,0.014775818213820457,0.0901559591293335,0.8950682282447815
2010-07-30,-0.02013801597058773,2.0,1,0.027721164748072624,0.924419641494751,0.047859180718660355
2010-08-04,0.8794724717736244,3.0,1,0.9254565834999084,0.028559304773807526,0.04598411172628403
2010-08-13,-0.9186481665819883,1.0,1,0.02255810983479023,0.03623555600643158,0.9412062764167786
2010-08-19,-0.9524545986205339,1.0,1,0.012612251564860344,0.022320853546261787,0.9650668501853943
2010-08-20,0.13125119172036648,1.0,2,0.14298681914806366,0.8452775478363037,0.011735627427697182
2010-08-24,-0.836683489382267,1.0,1,0.020950935781002045,0.12141472101211548,0.857634425163269
2010-08-29,0.048521485179662704,3.0,1,0.08807094395160675,0.8723796606063843,0.039549458771944046
2010-10-07,0.012354295700788498,2.0,1,0.04532352834939957,0.921707272529602,0.03296923264861107
2010-10-10,0.8871839828789234,2.0,1,0.9284936785697937,0.030196651816368103,0.041309695690870285
2010-10-21,0.060276228934526443,3.0,1,0.08302396535873413,0.8942282795906067,0.022747736424207687
2010-11-03,-0.2547966279089451,1.0,1,0.03072875365614891,0.683745801448822,0.285525381565094
2010-11-04,0.03348694555461407,1.5,2,0.05624823458492756,0.9209904670715332,0.022761289030313492
2010-11-09,0.09568383730947971,2.0,1,0.11445416510105133,0.8667754530906677,0.018770327791571617
2010-11-10,0.014207154512405396,2.0,1,0.47781869769096375,0.05856972932815552,0.46361154317855835
2010-11-18,0.6644264617934823,2.0,1,0.6788183450698853,0.30678972601890564,0.01439188327640295
2010-12-10,0.07649696338921785,1.0,1,0.09148435294628143,0.8935282826423645,0.01498738955706358
2010-12-21,0.6009502410888672,2.0,1,0.6112487316131592,0.37845277786254883,0.010298490524291992
2010-12-29,0.00976771954447031,2.0,2,0.07240929361432791,0.8649491369724274,0.0626415740698576
2010-12-31,0.9153270833194256,2.0,1,0.9347283244132996,0.045870449393987656,0.019401241093873978
2011-01-02,-0.6581169962882996,2.0,1,0.1399059295654297,0.06207123026251793,0.7980229258537292
2011-01-03,-0.9380565620958805,2.0,1,0.00965430960059166,0.042634788900613785,0.9477108716964722
2011-01-05,0.014825494959950447,2.0,1,0.042638149112463,0.9295492172241211,0.02781265415251255
2011-01-12,-0.6904794573783875,1.0,1,0.13289767503738403,0.04372527822852135,0.8233771324157715
2011-01-31,-0.3950560986995697,1.0,1,0.05953928828239441,0.48586535453796387,0.4545953869819641
2011-02-22,0.07398956641554832,2.0,2,0.1362218763679266,0.8015457987785339,0.06223230995237827
2011-02-24,0.0047993287444114685,2.0,1,0.03008783422410488,0.9446237087249756,0.025288505479693413
2011-02-25,-0.016588056460022926,2.0,1,0.024669183418154716,0.9340735077857971,0.04125723987817764
2011-03-08,-0.959429020062089,3.0,1,0.009416228160262108,0.0217385683208704,0.9688452482223511
2011-03-10,-0.5423219352960587,1.0,1,0.21325789391994476,0.031162327155470848,0.7555798292160034
2011-03-11,0.161724042147398,3.0,1,0.2027720957994461,0.7561798691749573,0.04104805365204811
2011-03-16,-0.900672534480691,1.0,1,0.022280653938651085,0.054766200482845306,0.922953188419342
2011-03-20,0.9151782989501953,2.0,1,0.9360828399658203,0.0430125892162323,0.020904541015625
2011-03-24,0.15114756673574448,2.0,1,0.18713785707950592,0.7768718600273132,0.035990290343761444
2011-04-06,-0.8799868896603584,3.0,1,0.016873054206371307,0.08626700192689896,0.8968599438667297
2011-04-19,-0.5709701031446457,1.0,2,0.030062496662139893,0.3689049035310745,0.6010325998067856
2011-04-28,0.235305767506361,1.0,1,0.2781273126602173,0.6790511608123779,0.04282154515385628
2011-04-29,-0.93566083163023,3.0,1,0.017124183475971222,0.03009088896214962,0.9527850151062012
2011-05-11,0.20968087017536163,2.0,1,0.21961988508701324,0.7704411149024963,0.009939014911651611
2011-05-20,0.5922193974256516,2.0,1,0.7660463452339172,0.06012674793601036,0.17382694780826569
2011-05-24,-0.882703386247158,2.0,1,0.020455338060855865,0.07638588547706604,0.9031587243080139
2011-05-25,-0.9078143071383238,2.0,1,0.013462858274579048,0.06525992602109909,0.9212771654129028
2011-05-26,0.19966277666389942,3.0,1,0.21736648678779602,0.7649297714233398,0.0177037101238966
2011-06-08,0.9113145042210817,2.0,1,0.9306284189224243,0.05005772411823273,0.019313914701342583
2011-06-23,-0.03853210248053074,2.0,1,0.027086405083537102,0.9072950482368469,0.06561850756406784
2011-06-28,0.06046068575233221,2.0,1,0.0731596127152443,0.9141414165496826,0.012698926962912083
2011-07-04,-0.692990817129612,1.0,1,0.05559661239385605,0.19581593573093414,0.748587429523468
2011-07-05,0.863942451775074,2.0,1,0.9162083864212036,0.03152569383382797,0.05226593464612961
2011-07-14,0.0483313612639904,2.0,1,0.07500699907541275,0.8983173966407776,0.026675637811422348
2011-07-28,-0.7289426904171705,2.0,1,0.023999573662877083,0.22305811941623688,0.7529422640800476
2011-08-10,0.7544187232851982,1.0,1,0.7648069262504578,0.2248048186302185,0.010388202965259552
2011-08-12,0.2700032666325569,1.0,1,0.27916988730430603,0.7116634845733643,0.009166620671749115
2011-09-01,0.35038960725069046,2.0,2,0.433917760848999,0.4825541377067566,0.08352815359830856
2011-09-13,0.09858953580260277,2.0,1,0.13162162899971008,0.8353462219238281,0.033032093197107315
2011-10-18,0.014294695109128952,2.0,1,0.04005589708685875,0.93418288230896,0.025761201977729797
2011-10-21,0.0389183834195137,1.0,1,0.08038781583309174,0.878142774105072,0.04146943241357803
2011-10-26,0.006949206814169884,2.0,1,0.037483230233192444,0.9319827556610107,0.03053402341902256
2011-11-01,-0.944393502548337,1.0,1,0.018665386363863945,0.018275653943419456,0.9630588889122009
2011-11-11,0.04569845646619797,2.0,1,0.060499440878629684,0.9246995449066162,0.014800984412431717
2011-11-16,-0.7949143536388874,2.0,1,0.02715231105685234,0.1507810354232788,0.8220666646957397
2011-11-22,0.04385324753820896,2.0,1,0.060441140085458755,0.9229709506034851,0.016587892547249794
2011-11-24,0.6870699282735586,2.0,1,0.7151259183883667,0.2568180561065674,0.028055990114808083
2011-11-28,0.7694113310426474,1.0,1,0.7776747345924377,0.21406178176403046,0.008263403549790382
2011-12-13,-0.41989175975322723,1.0,1,0.05549044907093048,0.46912726759910583,0.4753822088241577
2011-12-21,0.08568224404007196,2.0,1,0.10010857880115509,0.885465145111084,0.014426334761083126
2011-12-23,0.916674418374896,2.0,1,0.9356846809387207,0.045305024832487106,0.019010262563824654
2012-02-01,0.1651292610913515,2.0,1,0.1830611228942871,0.799006998538971,0.0179318618029356
2012-02-07,0.027154456824064255,2.0,1,0.04857485741376877,0.9300047159194946,0.021420400589704514
2012-02-08,-0.9145684922114015,1.0,1,0.0097802197560668,0.06587108224630356,0.9243487119674683
2012-02-09,-0.40533262118697166,2.0,1,0.05013105645775795,0.49440526962280273,0.4554636776447296
2012-03-01,0.547077402472496,1.0,1,0.6260765194892883,0.29492440819740295,0.0789991170167923
2012-03-08,-0.7916199751198292,2.0,1,0.03278205916285515,0.14281591773033142,0.8244020342826843
2012-03-12,0.012400001287460327,2.0,1,0.11443228274583817,0.7835354208946228,0.10203228145837784
2012-03-13,0.8072574585676193,2.0,1,0.878147542476654,0.050962358713150024,0.07089008390903473
2012-03-14,0.09387280326336622,1.0,1,0.10489508509635925,0.8840826153755188,0.01102228183299303
2012-03-18,0.18948019668459892,2.0,1,0.22187070548534393,0.7457387447357178,0.03239050880074501
2012-03-19,-0.9480912648141384,1.0,1,0.01574600115418434,0.02041669562458992,0.9638372659683228
2012-03-20,0.7669378519058228,3.0,1,0.8681958317756653,0.0305461622774601,0.10125797986984253
2012-03-22,-0.4623667448759079,2.0,1,0.23663575947284698,0.06436175853013992,0.6990025043487549
2012-03-26,-0.8467348944395781,1.5,2,0.04317106492817402,0.06692296639084816,0.8899059593677521
2012-04-02,-0.15444897604174912,2.0,2,0.33858299418352544,0.16838505305349827,0.49303197022527456
2012-04-05,-0.21984346210956573,1.0,1,0.08772046864032745,0.6047155857086182,0.3075639307498932
2012-04-11,-0.9122710786759853,1.0,1,0.02147621288895607,0.04477657750248909,0.9337472915649414
2012-04-12,-0.9519313331693411,2.0,1,0.012463176622986794,0.023142343387007713,0.9643945097923279
2012-04-13,0.08726827707141638,2.0,1,0.10065426677465439,0.8859597444534302,0.01338598970323801
2012-04-16,0.8901368696242571,1.0,1,0.911651611328125,0.06683357805013657,0.021514741703867912
2012-04-27,0.08187627699226141,1.0,1,0.09551884979009628,0.8908385634422302,0.013642572797834873
2012-04-30,0.3295526970177889,1.0,2,0.341236837208271,0.6470790803432465,0.01168414019048214
2012-05-02,0.07636188343167305,2.0,1,0.09154394268989563,0.8932740688323975,0.01518205925822258
2012-05-03,-0.0799509808421135,2.0,1,0.042516566812992096,0.8350158929824829,0.12246754765510559
2012-05-10,0.2284725047647953,2.0,1,0.24250949919223785,0.7434535622596741,0.01403699442744255
2012-05-11,0.10883076302707195,2.0,1,0.11944334954023361,0.8699440956115723,0.01061258651316166
2012-05-18,-0.07682555541396141,2.0,1,0.03410186991095543,0.8549706935882568,0.11092742532491684
2012-05-28,-0.11245526373386383,1.0,1,0.1996322125196457,0.488280326128006,0.3120874762535095
2012-05-30,0.053670117631554604,2.0,1,0.08172762393951416,0.8902149200439453,0.028057506307959557
2012-05-31,0.8351319376379251,1.0,1,0.8457033038139343,0.14372533559799194,0.010571366176009178
2012-06-12,-0.18380331993103027,2.5,2,0.03596751391887665,0.7442617416381836,0.21977083384990692
2012-06-13,0.014101436361670494,2.0,1,0.043141186237335205,0.9278190732002258,0.02903974987566471
2012-06-14,0.4479694180190563,1.0,1,0.4945793151855469,0.45881080627441406,0.046609897166490555
2012-06-18,-0.2372961975634098,1.0,1,0.033013489097356796,0.6966767907142639,0.2703096866607666
2012-06-22,0.8757198229432106,2.0,1,0.9206727147102356,0.03437447547912598,0.044952891767024994
2012-06-27,-0.6170803010463715,1.0,1,0.1381320059299469,0.10665570944547653,0.7552123069763184
2012-06-28,0.15806802082806826,2.0,1,0.17081300914287567,0.8164419531822205,0.012744988314807415
2012-07-02,0.6494625713676214,1.6666666666666667,3,0.7224879662195841,0.2044866643846035,0.07302539485196273
2012-07-05,-0.44657569006085396,1.0,1,0.05514116212725639,0.44314199686050415,0.5017168521881104
2012-07-17,-0.8794008977711201,1.0,1,0.05138350650668144,0.01783205009996891,0.9307844042778015
2012-07-23,-0.7994319163262844,1.0,1,0.020925823599100113,0.15871649980545044,0.8203577399253845
2012-07-25,-0.8782913647592068,2.0,1,0.03413975611329079,0.05342917516827583,0.9124311208724976
2012-07-26,-0.08661860227584839,1.5,2,0.3163081593811512,0.2807650789618492,0.4029267616569996
2012-08-03,0.10967675969004631,2.0,1,0.12325888872146606,0.8631590008735657,0.013582129031419754
2012-08-10,-0.9450474940240383,3.0,1,0.013834003359079361,0.027284499257802963,0.9588814973831177
2012-08-14,0.09300779271870852,1.0,1,0.10385695844888687,0.8852939605712891,0.010849165730178356
2012-08-17,0.004056375473737717,2.0,1,0.03299365192651749,0.9380691051483154,0.02893727645277977
2012-08-24,0.9150183610618114,3.0,1,0.9447809457778931,0.025456421077251434,0.02976258471608162
2012-08-27,-0.9609249942004681,2.0,1,0.008872438222169876,0.021330170333385468,0.9697974324226379
2012-08-28,0.025277335196733475,1.0,1,0.06873983889818192,0.8877976536750793,0.04346250370144844
2012-09-12,0.12888554856181145,2.0,2,0.4375035911798477,0.2538783848285675,0.30861804261803627
2012-09-24,0.1574867218732834,2.0,2,0.33900609984993935,0.479474525898695,0.18151937797665596
2012-10-02,-0.9532000226899981,1.0,1,0.012947876937687397,0.020904218778014183,0.9661478996276855
2012-10-03,-0.05749950930476189,2.0,1,0.04714181646704674,0.8482167720794678,0.10464132577180862
2012-10-09,0.9337022993713617,2.0,1,0.9493865966796875,0.034929126501083374,0.015684297308325768
2012-10-10,0.558978758752346,2.0,1,0.5850324034690857,0.3889138996601105,0.026053644716739655
2012-10-11,-0.8864942137151957,2.0,1,0.023247068747878075,0.06701163202524185,0.9097412824630737
2012-10-14,-0.6661593280732632,1.0,1,0.046574775129556656,0.2406911849975586,0.7127341032028198
2012-10-15,-0.6661593280732632,2.0,1,0.046574775129556656,0.2406911849975586,0.7127341032028198
2012-10-21,0.20243335515260696,2.0,1,0.257093608379364,0.6882461309432983,0.05466025322675705
2012-10-30,0.05102336406707764,1.0,1,0.07438323646783829,0.9022569060325623,0.02335987240076065
2012-11-02,0.7733849808573723,2.0,1,0.7855115532875061,0.20236189663410187,0.01212657243013382
2012-11-14,-0.4527143631130457,2.0,2,0.04512673895806074,0.4570321561768651,0.49784110207110643
2012-12-05,0.9224833976477385,2.0,1,0.9467262625694275,0.02903095632791519,0.024242864921689034
2012-12-18,0.7682810798287392,1.0,1,0.8446217179298401,0.07903773337602615,0.07634063810110092
2013-01-03,0.8200776427984238,2.0,1,0.8918261528015137,0.03642531856894493,0.0717485100030899
2013-01-06,-0.9337307652458549,1.0,1,0.00948371086269617,0.04730184003710747,0.943214476108551
2013-01-08,-0.9563069185242057,1.0,1,0.010948614217340946,0.021795766428112984,0.9672555327415466
2013-01-11,-0.013070464134216309,1.0,1,0.3691597580909729,0.2486099749803543,0.3822302222251892
2013-01-24,0.8256888007745147,1.0,1,0.8360841870307922,0.15352046489715576,0.010395386256277561
2013-01-25,-0.05796453356742859,2.0,1,0.36196407675743103,0.21810731291770935,0.4199286103248596
2013-01-29,-0.10834445059299469,2.0,1,0.07118745148181915,0.7492806911468506,0.17953190207481384
2013-02-05,0.2215558886528015,2.0,1,0.5626792311668396,0.09619744122028351,0.3411233425140381
2013-02-14,-0.9622521912679076,1.0,1,0.008701630868017673,0.020344531163573265,0.9709538221359253
2013-02-15,-0.8487142994999886,2.0,1,0.06376557797193527,0.023754466325044632,0.9124798774719238
2013-02-20,0.0194404236972332,1.0,1,0.049998939037323,0.9194425940513611,0.030558515340089798
2013-02-27,-0.9615189516916871,1.0,1,0.010286501608788967,0.017908044159412384,0.9718054533004761
2013-03-11,-0.6694547422230244,1.0,1,0.04452617093920708,0.24149292707443237,0.7139809131622314
2013-03-13,-0.9482839787378907,2.0,1,0.007528952322900295,0.03665810450911522,0.955812931060791
2013-03-22,-0.7990891542285681,2.0,1,0.015810588374733925,0.16928963363170624,0.814899742603302
2013-03-24,-0.9618969382718205,1.0,1,0.009656148962676525,0.01879079081118107,0.9715530872344971
2013-03-25,0.031984928995370865,1.0,1,0.06734967976808548,0.8972855806350708,0.035364750772714615
2013-04-03,0.9263504780828953,2.0,1,0.9500890374183655,0.026172343641519547,0.0237385593354702
2013-04-08,0.19196812063455582,2.0,1,0.20254358649253845,0.7868810296058655,0.010575465857982635
2013-04-22,0.8767910385504365,1.0,1,0.8907490968704224,0.09529285877943039,0.013958058319985867
2013-04-30,-0.7589448764920235,1.0,1,0.06641077250242233,0.10823357850313187,0.8253556489944458
2013-05-15,-0.844308614730835,1.0,1,0.035556793212890625,0.08457782864570618,0.8798654079437256
2013-05-20,-0.9446689002215862,2.0,1,0.01675044372677803,0.021830162033438683,0.9614193439483643
2013-05-22,-0.1666152123361826,1.5,2,0.2232631966471672,0.38685835897922516,0.3898784089833498
2013-06-05,0.5145870270207524,2.0,1,0.5295280814170837,0.4555308222770691,0.01494105439633131
