date,sentiment_supply,oil_relevance_supply,news_count_supply,positive_prob_supply,neutral_prob_supply,negative_prob_supply
2010-10-29,-0.8831169232726097,3.0,1,0.01168975979089737,0.09350354969501495,0.8948066830635071
2010-11-03,0.28129302710294724,1.0,1,0.3074418604373932,0.6664092540740967,0.026148833334445953
2010-11-08,0.8702458776533604,1.0,1,0.9161524772644043,0.03794095665216446,0.04590659961104393
2010-11-23,0.9007722232490778,1.0,1,0.9194475412368774,0.06187709420919418,0.018675317987799644
2010-11-30,0.5529642216861248,1.0,1,0.5744564533233643,0.40405142307281494,0.021492231637239456
2010-12-21,0.6009502410888672,2.0,1,0.6112487316131592,0.37845277786254883,0.010298490524291992
2010-12-23,-0.5142524112015963,2.0,1,0.0294273030012846,0.4268929958343506,0.5436797142028809
2010-12-31,0.9153270833194256,1.0,1,0.9347283244132996,0.045870449393987656,0.019401241093873978
2011-01-01,-0.8502415642142296,1.0,1,0.025246240198612213,0.09926605224609375,0.8754878044128418
2011-01-02,-0.6581169962882996,2.0,1,0.1399059295654297,0.06207123026251793,0.7980229258537292
2011-01-03,-0.9380565620958805,2.0,1,0.00965430960059166,0.042634788900613785,0.9477108716964722
2011-01-05,0.014825494959950447,2.0,1,0.042638149112463,0.9295492172241211,0.02781265415251255
2011-01-12,-0.6904794573783875,2.0,1,0.13289767503738403,0.04372527822852135,0.8233771324157715
2011-01-31,-0.3950560986995697,3.0,1,0.05953928828239441,0.48586535453796387,0.4545953869819641
2011-02-16,-0.9636723422445357,2.0,1,0.007729229982942343,0.020869245752692223,0.971401572227478
2011-02-21,-0.35492977499961853,2.0,1,0.2802019417285919,0.08466633409261703,0.6351317167282104
2011-02-22,0.07398956641554832,2.5,2,0.1362218763679266,0.8015457987785339,0.06223230995237827
2011-02-25,0.8607404716312885,2.0,1,0.9001267552375793,0.06048694625496864,0.03938628360629082
2011-03-08,-0.8933065049350262,1.0,1,0.02723877504467964,0.05221594125032425,0.9205452799797058
2011-03-10,-0.5423219352960587,1.0,1,0.21325789391994476,0.031162327155470848,0.7555798292160034
2011-03-11,0.161724042147398,2.0,1,0.2027720957994461,0.7561798691749573,0.04104805365204811
2011-03-20,0.9017989747226238,2.0,2,0.9310106933116913,0.03977757878601551,0.02921171858906746
2011-03-30,-0.16310041025280952,1.6666666666666667,3,0.27070805182059604,0.2954834879686435,0.43380846207340557
2011-04-10,0.5420245677232742,2.0,1,0.7478101253509521,0.04640432074666023,0.20578555762767792
2011-04-25,0.11965181026607752,1.0,1,0.13023017346858978,0.8591914772987366,0.010578363202512264
2011-04-28,0.235305767506361,1.0,1,0.2781273126602173,0.6790511608123779,0.04282154515385628
2011-04-29,-0.93566083163023,1.0,1,0.017124183475971222,0.03009088896214962,0.9527850151062012
2011-05-12,0.06695099920034409,2.0,1,0.12212440371513367,0.822702169418335,0.05517340451478958
2011-05-13,0.03843831084668636,2.0,1,0.06794746965169907,0.9025433659553528,0.029509158805012703
2011-05-19,0.5922193974256516,1.0,1,0.7660463452339172,0.06012674793601036,0.17382694780826569
2011-05-30,-0.9588415464386344,3.0,1,0.01277031097561121,0.015617866069078445,0.9716118574142456
2011-06-09,-0.4602964259684086,2.0,2,0.028210999444127083,0.4832815732806921,0.48850742541253567
2011-06-10,-0.5709210578352213,1.0,1,0.02198118530213833,0.3851165771484375,0.5929022431373596
2011-06-28,0.06046068575233221,1.0,1,0.0731596127152443,0.9141414165496826,0.012698926962912083
2011-07-05,0.863942451775074,2.0,1,0.9162083864212036,0.03152569383382797,0.05226593464612961
2011-07-18,0.07349322363734245,1.5,2,0.4954583030194044,0.08257665019482374,0.42196507938206196
2011-07-29,-0.07902469113469124,1.0,1,0.046278517693281174,0.8284182548522949,0.1253032088279724
2011-08-01,0.015832282602787018,1.0,1,0.039522312581539154,0.9367876052856445,0.023690029978752136
2011-08-12,0.2700032666325569,1.0,1,0.27916988730430603,0.7116634845733643,0.009166620671749115
2011-08-17,-0.942562441341579,1.0,1,0.011905928142368793,0.033625662326812744,0.9544683694839478
2011-09-01,0.35038960725069046,2.0,1,0.433917760848999,0.4825541377067566,0.08352815359830856
2011-09-08,-0.013625692576169968,1.0,1,0.02976103127002716,0.926852285861969,0.04338672384619713
2011-09-30,-0.8564574047923088,2.0,1,0.011812038719654083,0.11991851776838303,0.8682694435119629
2011-10-12,-0.9643815737217665,3.0,1,0.008815111592411995,0.017988212406635284,0.9731966853141785
2011-10-17,0.5175622534006834,2.0,1,0.5285674929618835,0.46042731404304504,0.011005239561200142
2011-10-21,0.0389183834195137,1.0,1,0.08038781583309174,0.878142774105072,0.04146943241357803
2011-10-23,0.015747861936688423,1.0,1,0.03889841586351395,0.9379510283470154,0.023150553926825523
2011-10-25,0.7720884196460247,1.0,1,0.7958628535270691,0.180362731218338,0.023774433881044388
2011-10-26,0.006949206814169884,2.0,1,0.037483230233192444,0.9319827556610107,0.03053402341902256
2011-10-27,0.0021088942885398865,1.0,1,0.06781160086393356,0.8664856553077698,0.06570270657539368
2011-11-02,-0.8965307157486677,1.0,1,0.02010706253349781,0.06325513869524002,0.9166377782821655
2011-11-05,-0.23642826825380325,1.0,1,0.09447645395994186,0.5746188163757324,0.3309047222137451
2011-11-24,0.6870699282735586,2.0,1,0.7151259183883667,0.2568180561065674,0.028055990114808083
2011-12-09,-0.261432483792305,1.0,1,0.14244891703128815,0.4536697268486023,0.40388140082359314
2011-12-13,-0.41989175975322723,1.0,1,0.05549044907093048,0.46912726759910583,0.4753822088241577
2011-12-21,0.09629239700734615,1.0,1,0.10870683193206787,0.8788787722587585,0.012414434924721718
2011-12-30,0.5716823786497116,2.0,1,0.7337982654571533,0.10408589243888855,0.1621158868074417
2012-01-03,0.0661851167678833,2.0,1,0.08138944208621979,0.9034062027931213,0.015204325318336487
2012-01-05,-0.38132499158382416,3.0,1,0.09832508862018585,0.42202475666999817,0.47965008020401
2012-01-10,0.06318817287683487,1.0,1,0.07577963918447495,0.9116289615631104,0.012591466307640076
2012-02-08,-0.9145684922114015,2.0,1,0.0097802197560668,0.06587108224630356,0.9243487119674683
2012-02-22,0.27082010731101036,2.0,1,0.30527931451797485,0.6602614521980286,0.03445920720696449
2012-02-26,-0.0345306359231472,2.0,1,0.028502460569143295,0.9084644317626953,0.0630330964922905
2012-02-28,-0.29248832911252975,2.0,1,0.05350220948457718,0.6005072593688965,0.34599053859710693
2012-03-07,0.1457386091351509,3.0,1,0.15929687023162842,0.8271448612213135,0.013558261096477509
2012-03-15,-0.44160545617341995,2.0,3,0.19085777178406715,0.1766789841155211,0.6324632279574871
2012-03-19,0.08547891676425934,1.0,1,0.10115561634302139,0.8831677436828613,0.015676699578762054
2012-03-22,-0.4623667448759079,2.0,1,0.23663575947284698,0.06436175853013992,0.6990025043487549
2012-03-30,-0.9221051875501871,1.0,1,0.009626751765608788,0.05864128842949867,0.9317319393157959
2012-04-05,0.5877207182347775,1.0,1,0.6295368671417236,0.3286469876766205,0.04181614890694618
2012-04-09,-0.9438026128336787,2.0,1,0.013657850213348866,0.028881631791591644,0.9574604630470276
2012-04-12,-0.44120851811021566,2.0,2,0.06925581861287355,0.4202798632904887,0.5104643367230892
2012-04-16,0.019919484853744507,2.0,1,0.08691748231649399,0.846084475517273,0.06699799746274948
2012-04-18,-0.5582049787044525,2.0,1,0.20662030577659607,0.028554441407322884,0.7648252844810486
2012-04-24,0.9188176058232784,1.0,1,0.9452210664749146,0.02837548591196537,0.026403460651636124
2012-04-30,0.3295526970177889,1.0,2,0.341236837208271,0.6470790803432465,0.01168414019048214
2012-05-08,0.5089769912883639,2.0,1,0.5197237730026245,0.469529390335083,0.010746781714260578
2012-05-09,-0.961214772425592,1.0,1,0.011388310231268406,0.016008635982871056,0.9726030826568604
2012-05-10,0.2284725047647953,2.0,1,0.24250949919223785,0.7434535622596741,0.01403699442744255
2012-05-21,-0.11660159379243851,1.0,1,0.06679359823465347,0.7498112916946411,0.18339519202709198
2012-05-28,-0.11245526373386383,3.0,1,0.1996322125196457,0.488280326128006,0.3120874762535095
2012-05-30,0.05367014370858669,3.0,1,0.08172765374183655,0.8902148008346558,0.028057510033249855
2012-05-31,0.318246197886765,2.0,2,0.5664573162794113,0.1853315606713295,0.2482111183926463
2012-06-08,0.8594332337379456,1.0,1,0.9118093848228455,0.0358145572245121,0.0523761510848999
2012-06-13,0.021781524643301964,1.5,2,0.045424843207001686,0.9309318363666534,0.023643318563699722
2012-06-14,0.4479694180190563,2.0,1,0.4945793151855469,0.45881080627441406,0.046609897166490555
2012-06-19,-0.942228352651,1.0,1,0.01729532517492771,0.023180928081274033,0.9595236778259277
2012-06-26,-0.9218882564455271,1.0,1,0.026621496304869652,0.024868706241250038,0.9485097527503967
2012-06-27,0.08218028768897057,1.0,1,0.1269690841436386,0.8282420635223389,0.044788796454668045
2012-06-28,0.15806802082806826,2.0,1,0.17081300914287567,0.8164419531822205,0.012744988314807415
2012-07-02,0.9202536772936583,2.0,1,0.9465534090995789,0.027146916836500168,0.0262997318059206
2012-07-10,-0.1523352637887001,2.0,1,0.10578840225934982,0.636087954044342,0.2581236660480499
2012-07-15,0.05886197276413441,1.0,1,0.07737160474061966,0.9041187167167664,0.018509631976485252
2012-07-16,0.2963593937456608,2.0,1,0.3068300783634186,0.6826992034912109,0.010470684617757797
2012-07-17,-0.38426294053594273,1.3333333333333333,3,0.2907332169512908,0.034270599484443665,0.6749961574872335
2012-07-25,-0.8782913647592068,3.0,1,0.03413975611329079,0.05342917516827583,0.9124311208724976
2012-07-31,0.9216527165845037,2.0,1,0.9338265657424927,0.05399956926703453,0.012173849157989025
2012-08-02,0.4101554211229086,2.0,2,0.5218137577176094,0.3665278786793351,0.11165833659470081
2012-08-10,-0.9450474940240383,1.0,1,0.013834003359079361,0.027284499257802963,0.9588814973831177
2012-08-17,0.0040564704686403275,2.0,1,0.03299364075064659,0.938069224357605,0.028937170282006264
2012-08-25,-0.8409680612385273,1.0,1,0.01734520122408867,0.12434148788452148,0.858313262462616
2012-09-04,-0.8467103950679302,2.0,1,0.059733081609010696,0.033823445439338684,0.9064434766769409
2012-09-07,-0.7161198854446411,2.0,1,0.0828351378440857,0.11820991337299347,0.7989550232887268
2012-09-10,0.8480073437094688,1.0,1,0.9109802842140198,0.026046689599752426,0.06297294050455093
2012-09-12,0.12888554856181145,1.5,2,0.4375035911798477,0.2538783848285675,0.30861804261803627
2012-09-14,0.37911467254161835,2.0,1,0.5095853805541992,0.3599439263343811,0.13047070801258087
2012-09-20,-0.59964320063591,1.0,1,0.03995576500892639,0.3204452395439148,0.6395989656448364
2012-09-24,0.25726598501205444,1.0,1,0.6088983416557312,0.03946934640407562,0.35163235664367676
2012-09-26,0.027329178526997566,2.0,1,0.05309901386499405,0.9211311936378479,0.025769835337996483
2012-09-27,-0.33030520379543304,1.0,1,0.021481916308403015,0.6267310380935669,0.35178712010383606
2012-10-01,0.9214006904512644,1.0,1,0.9457226395606995,0.029955362901091576,0.02432194910943508
2012-10-09,-0.00018624961376190186,2.0,2,0.48561863135546446,0.0285765016451478,0.48580488096922636
2012-10-21,0.3061795919202268,2.0,2,0.3395150303840637,0.6271495223045349,0.03333543846383691
2012-10-22,0.19262751284986734,2.0,1,0.20281802117824554,0.7869914770126343,0.0101905083283782
2012-10-24,-0.8576778685674071,1.0,1,0.01417363528162241,0.1139749139547348,0.8718515038490295
2012-10-30,0.8713344149291515,2.0,1,0.9228573441505432,0.025619735941290855,0.05152292922139168
2012-11-01,0.620170347392559,1.0,1,0.7024678587913513,0.21523460745811462,0.08229751139879227
2012-11-02,0.7733846874907613,2.0,1,0.7855112552642822,0.20236219465732574,0.012126567773520947
2012-11-14,-0.722788130864501,2.0,1,0.021332645788788795,0.23454658687114716,0.7441207766532898
2012-11-19,0.05113627761602402,1.0,1,0.08074512332677841,0.889646053314209,0.029608845710754395
2012-12-05,0.9224833976477385,2.0,1,0.9467262625694275,0.02903095632791519,0.024242864921689034
2012-12-20,-0.03439593315124512,1.0,1,0.1943032145500183,0.5769976377487183,0.22869914770126343
2013-01-08,-0.9563069185242057,1.0,1,0.010948614217340946,0.021795766428112984,0.9672555327415466
2013-01-17,0.3811284005641937,2.0,1,0.4708065092563629,0.4395153820514679,0.08967810869216919
2013-01-24,0.8256888007745147,3.0,1,0.8360841870307922,0.15352046489715576,0.010395386256277561
2013-01-26,-0.21781673282384872,2.0,1,0.09598610550165176,0.590211033821106,0.3138028383255005
2013-02-06,-0.06930899620056152,1.0,1,0.09114667773246765,0.7483976483345032,0.16045567393302917
2013-02-18,-0.028568085283041,2.0,1,0.04080646112561226,0.8898189663887024,0.06937454640865326
2013-02-19,0.619775615632534,2.0,1,0.6366474628448486,0.34648069739341736,0.016871847212314606
2013-03-11,-0.6694547422230244,3.0,1,0.04452617093920708,0.24149292707443237,0.7139809131622314
2013-03-18,0.04159294627606869,3.0,1,0.05741157382726669,0.9267698526382446,0.015818627551198006
2013-03-19,-0.9011990260332823,2.0,1,0.014464037492871284,0.06987298280000687,0.9156630635261536
2013-04-02,-0.13683435693383217,1.0,1,0.04204202815890312,0.7790815830230713,0.1788763850927353
2013-04-04,0.3202978828921914,1.0,1,0.3357657194137573,0.6487664580345154,0.015467836521565914
2013-04-08,0.19196812063455582,2.0,1,0.20254358649253845,0.7868810296058655,0.010575465857982635
2013-05-08,0.5654946286231279,3.0,2,0.6088120341300964,0.347870534285903,0.0433174055069685
2013-05-21,-0.9446689002215862,2.0,1,0.01675044372677803,0.021830162033438683,0.9614193439483643
2013-05-30,-0.014490485191345215,3.0,1,0.2724479138851166,0.44061365723609924,0.2869383990764618
2013-06-07,-0.02864450216293335,2.0,1,0.28019601106643677,0.4109634757041931,0.3088405132293701
2013-06-25,-0.6989361047744751,2.0,1,0.13172781467437744,0.03760829195380211,0.8306639194488525
2013-07-01,0.9092846550047398,1.0,1,0.9361984729766846,0.036887601017951965,0.02691381797194481
2013-07-29,0.00839008204638958,1.0,1,0.037170011550188065,0.9340500235557556,0.028779929503798485
2013-07-31,0.6806940278038383,2.0,1,0.6939311027526855,0.29283174872398376,0.013237074948847294
2013-08-07,0.12487537041306496,1.0,1,0.13935570418834686,0.8461639285087585,0.014480333775281906
2013-08-11,0.18169562006369233,1.0,1,0.18913592398166656,0.8034237623214722,0.007440303917974234
2013-08-20,0.0021435320377349854,1.0,1,0.04980006814002991,0.9025433659553528,0.04765653610229492
2013-08-26,0.7728925924748182,2.0,1,0.799127459526062,0.17463766038417816,0.026234867051243782
2013-08-31,0.612896291539073,2.0,1,0.6304702758789062,0.3519558012485504,0.01757398433983326
2013-09-07,0.09147372096776962,2.0,1,0.102044478058815,0.8873847723007202,0.01057075709104538
2013-09-10,0.1160745769739151,1.0,1,0.1399526447057724,0.8361693620681763,0.0238780677318573
2013-09-11,0.9038539603352547,3.0,1,0.9355036616325378,0.032846610993146896,0.03164970129728317
2013-09-19,-0.12166083231568336,2.0,1,0.02581646665930748,0.8267062306404114,0.14747729897499084
2013-09-29,-0.9609529571607709,1.0,1,0.009604732505977154,0.019837599247694016,0.970557689666748
2013-10-11,0.05769052356481552,2.0,1,0.09008700400590897,0.8775165677070618,0.032396480441093445
2013-10-25,-0.03493090160191059,1.0,1,0.02765939198434353,0.9097502827644348,0.06259029358625412
2013-10-27,0.5484004821628332,2.0,1,0.5656606554985046,0.4170791804790497,0.017260173335671425
2013-11-04,-0.5886776149272919,1.0,1,0.18624523282051086,0.03883194550871849,0.7749228477478027
2013-11-05,0.8333709174767137,3.0,1,0.8456935882568359,0.1419837325811386,0.01232267078012228
2013-11-11,0.011445196345448494,1.0,1,0.03561509773135185,0.9402150511741638,0.02416990138590336
2013-11-12,0.7275135098025203,2.0,1,0.737639844417572,0.2522338032722473,0.010126334615051746
2013-11-15,0.9083214402198792,2.0,1,0.9305101037025452,0.04730132222175598,0.022188663482666016
2013-11-22,-0.9141847034916282,3.0,1,0.015609071590006351,0.054597157984972,0.9297937750816345
2013-11-26,0.02154708281159401,2.0,2,0.04664268530905247,0.9282616972923279,0.025095602497458458
2013-11-27,0.09527542628347874,1.0,1,0.11819601058959961,0.8588834404945374,0.022920584306120872
2013-12-01,-0.12631377577781677,2.0,1,0.048062071204185486,0.7775620818138123,0.17437584698200226
2013-12-06,-0.5301535427570343,1.0,1,0.21260705590248108,0.04463234543800354,0.7427605986595154
2014-01-07,0.2621918674558401,1.0,1,0.2779311239719391,0.7063296437263489,0.015739256516098976
2014-01-08,-0.9614999312907457,3.0,1,0.00875985436141491,0.02098037861287594,0.9702597856521606
2014-02-01,-0.8635390540584922,2.0,1,0.0152006009593606,0.10605970770120621,0.8787396550178528
2014-02-05,-0.38661034451797605,2.5,2,0.08205960737541318,0.44927041977643967,0.4686699518933892
2014-02-11,0.8332099318504333,2.0,1,0.8992235064506531,0.03476298972964287,0.06601357460021973
2014-02-12,-0.6399257611483335,2.0,1,0.025143401697278023,0.30978742241859436,0.6650691628456116
2014-02-18,-0.7948025912046432,1.0,1,0.06566984951496124,0.07385770231485367,0.8604724407196045
2014-02-25,0.10068371891975403,2.0,1,0.5347158908843994,0.03125203400850296,0.4340321719646454
2014-03-23,0.8911793380975723,2.0,1,0.9349474310874939,0.021284453570842743,0.04376809298992157
2014-03-26,0.8506767321377993,1.0,1,0.869567334651947,0.11154211312532425,0.01889060251414776
2014-03-27,0.1616972740739584,2.0,1,0.17179349064826965,0.8181103467941284,0.010096216574311256
2014-03-28,0.9173184661194682,2.0,1,0.926918625831604,0.06348128616809845,0.009600159712135792
2014-04-02,-0.3411071039736271,1.0,1,0.04400315508246422,0.5708865523338318,0.3851102590560913
